Coords,PGC,Name1,Name2,Name3,logD25,logD25err,RC3PA,logR25,logR25err,OrigCoords,Notes,SemiMajorAxis,SemiMinorAxis,PositionAngle,NEDRedshift
12h42m52.1s +54d51m21s,PGC 42740,NGC 4646,UGC 07892,,0.78,0.13,18.0,0.29,0.04,124252.1+545121 N,,0.301,0.155,18.0,0.015501
12h43m45.0168s +53d57m32.004s,PGC 42832,,UGC 07903      U,,0.96,0.09,,0.0,0.06,124345.3+535733,"NOPA,OFFSET 2.7 arcsec,NedNoPA,",0.456,0.456,0.0,0.014847
12h43m49.4184s +54d54m17.82s,PGC 42841,A 1241+55A,UGC 07905a     R,MK 0220,,,166.0,,,124347.9+545346 A,"LOGD25,NOAXIS,OFFSET 34.4 arcsec,",0.656,0.656,166.0,0.016261
12h43m47.9376s +54d53m45.492s,PGC 42844,A 1241+55B,UGC 07905b     R,MK 0221,0.99,0.1,100.0,0.24,0.07,124349.4+545418 A,"OFFSET 34.9 arcsec,",0.489,0.281,100.0,0.016455
12h44m06.96s +45d00m19.548s,PGC 42874,,UGC 07910      H,VV 493,1.04,0.09,,0.14,0.07,124407.1+450018,"NOPA,OFFSET 2.1 arcsec,NedNoPA,",0.548,0.397,0.0,0.012405
12h44m32.4936s +56d09m00.648s,PGC 42919,A 1242+56,UGC 07922      U,,1.24,0.06,136.0,0.72,0.06,124432.4+560900 A,"OFFSET 1.0 arcsec,",0.869,0.166,136.0,0.015854
12h44m46.5408s +54d52m33.24s,PGC 42942,NGC 4669,UGC 07925      R,,1.16,0.05,177.0,0.6,0.05,124446.8+545232 N,"OFFSET 2.6 arcsec,",0.723,0.182,177.0,0.016209
12h45m31.9s +54d44m15s,PGC 42998,NGC 4675,UGC 07935      U,IRAS12432+5500,1.13,0.05,97.0,0.51,0.05,124531.9+544415 N,,0.674,0.208,97.0,0.015866
12h45m44.0808s +47d05m54.492s,PGC 43025,A 1243+47,,MK 0222,,,,,,124543.8+470604 A,"LOGD25,NOAXIS,NOPA,OFFSET 9.9 arcsec,NedNoPA,",0.656,0.656,0.0,0.016004
12h46m00.1008s +45d12m00s,PGC 43044,,UGC 07936a,VV 465,1.04,0.09,,0.0,0.07,124558.5+451156,"NOPA,OFFSET 17.4 arcsec,NedNoPA,HANDADJ Major Minor,",0.75,0.75,0.0,0.024714
12h46m11.1s +46d43m38.496s,PGC 43064,,UGC 07940      U,,1.06,0.06,23.0,0.39,0.05,124611.1+464336,"OFFSET 2.5 arcsec,",0.574,0.234,23.0,0.015798
12h46m23.3352s +48d14m06.684s,PGC 43081,A 1244+48,MCG +08-23-092 R,MK 0224,0.9,0.08,53.0,0.57,0.06,124622.7+481411 A,"OFFSET 7.7 arcsec,",0.397,0.107,53.0,0.003024
12h46m39.9s +54d32m03s,PGC 43101,NGC 4686,UGC 07946      U,,1.31,0.04,3.0,0.55,0.05,124639.9+543203 N,,1.021,0.288,3.0,0.016735
12h46m56.4504s +51d36m46.584s,PGC 43124,A 1244+51,UGC 07950      U,,1.11,0.07,5.0,0.11,0.06,124656.5+513643 A,"OFFSET 3.6 arcsec,",0.644,0.5,5.0,0.001674
12h47m17.796s +47d09m41.796s,PGC 43150,A 1245+47,,MK 0225,,,,,,124717.9+470939 A,"LOGD25,NOAXIS,NOPA,OFFSET 3.0 arcsec,PANedMed,",0.656,0.656,11.0,0.019656
12h47m32.1s +54d22m29s,PGC 43173,NGC 4695,UGC 07966      R,,1.04,0.06,80.0,0.22,0.05,124732.1+542229 N,,0.548,0.33,80.0,0.016258
12h48m09.2496s +54d01m28.884s,PGC 43240,A 1246+54,CGCG 270-024,,,,,,,124809.1+540121 A,"LOGD25,NOAXIS,NOPA,OFFSET 8.0 arcsec,PANedMed,",0.656,0.656,79.0,0.010958
12h48m22.8672s +51d09m52.884s,PGC 43255,NGC 4707,UGC 07971      U,DDO 150,1.35,0.04,25.0,0.03,0.05,124823.0+510958 N,"OFFSET 5.3 arcsec,",1.119,1.045,25.0,0.001561
12h48m46.464s +47d42m53.568s,PGC 43289,A 1246+47,MCG +08-23-094,MK 0229,0.94,0.11,,0.85,0.07,124846.6+474250 A,"NOPA,OFFSET 3.8 arcsec,PANedMed,HANDADJ Major Minor,",0.171,0.14,66.0,0.023775
12h50m07.1s +52d51m00s,PGC 43430,NGC 4732,UGC 07988      U,,1.08,0.17,8.0,0.29,0.08,1250 7.1+525100 N,,0.601,0.308,8.0,0.033136
12h50m31.5792s +52d07m22.512s,PGC 43452,A 1248+52,UGC 07993      U,,1.33,0.04,144.0,0.9,0.05,125031.7+520721 A,"OFFSET 1.9 arcsec,",1.069,0.135,144.0,0.016068
12h50m59.5s +47d40m17s,PGC 43504,NGC 4741,UGC 08000      U,,1.13,0.05,165.0,0.28,0.05,125059.5+474017 N,,0.674,0.354,165.0,0.029637
12h51m16.5s +53d41m46s,PGC 43533,IC 0830,UGC 08003,,0.9,0.07,165.0,0.25,0.05,125116.5+534146 I,,0.397,0.223,165.0,0.016225
12h52m03.6s +51d40m48s,PGC 43634,,UGC 08012,,0.87,0.08,115.0,0.2,0.05,125203.6+514048,,0.371,0.234,115.0,0.027214
12h54m37.8s +46d31m52s,PGC 43931,NGC 4800,UGC 08035      R,ARAK 393,1.2,0.03,25.0,0.13,0.03,125437.8+463152 N,,0.792,0.587,25.0,0.002972
12h55m24.8472s +52d16m03.72s,PGC 44032,,UGC 08050      U,,1.1,0.05,,0.02,0.05,125525.0+521602,"NOPA,OFFSET 2.2 arcsec,PANedMed,",0.629,0.601,28.0,0.034654
12h56m48.3s +48d17m48.804s,PGC 44188,NGC 4837,UGC 08068a+b   R,1ZW 046,1.06,0.06,70.0,0.35,0.05,125649.1+481755 N,"OFFSET 10.1 arcsec,",0.574,0.256,70.0,0.028626
12h59m39.78s +53d20m28.212s,PGC 44641,,UGC 08107      U,IRAS12574+5336,1.36,0.04,53.0,0.37,0.05,125939.8+532027,"OFFSET 1.2 arcsec,",1.145,0.489,53.0,0.027685
13h00m55.6s +47d13m19s,PGC 44838,NGC 4917,UGC 08130      U,,1.16,0.05,160.0,0.16,0.05,130055.6+471319 N,,0.723,0.5,160.0,0.024611
13h01m17.5608s +48d03m38.016s,PGC 44883,A 1259+48,MCG +08-24-024,MK 0237,0.89,0.11,,0.24,0.07,130116.4+480339 A,"NOPA,OFFSET 11.7 arcsec,NedNoPA,HANDADJ Major Minor,",0.5,0.5,0.0,0.029811
13h01m37.9s +54d23m25s,PGC 44913,,UGC 08143      U,,0.94,0.07,150.0,0.24,0.05,130137.9+542325,,0.435,0.251,150.0,0.030181
13h02m37.7s +50d26m18s,PGC 45015,NGC 4932,UGC 08150      U,,1.18,0.05,,0.06,0.05,130237.7+502618 N,"NOPA,PANedMed,",0.757,0.659,140.0,0.023643
13h02m57.6s +51d19m06s,PGC 45044,NGC 4938,MCG +09-21-091,,0.89,0.11,,0.07,0.07,130257.6+511906 N,"NOPA,PANedMed,",0.388,0.33,34.0,0.027622
13h03m16.1112s +50d37m14.7s,PGC 45085,,UGC 08162      U,,1.04,0.15,,0.08,0.12,130316.2+503714,"NOPA,OFFSET 1.1 arcsec,PANedMed,",0.548,0.456,114.0,0.023591
13h04m27.8304s +55d36m17.748s,PGC 45196,,UGC 08174      U,,0.96,0.13,10.0,0.15,0.05,130428.0+553617,"OFFSET 1.6 arcsec,NedNoRedshift,",0.456,0.323,10.0,nan
13h05m31.5672s +53d36m51.372s,PGC 45277,,,MK 0239,0.52,0.2,,0.28,0.07,130525.8+533531,"NOPA,OFFSET 95.4 arcsec,PANedMed,",0.166,0.087,37.0,0.02842
13h05m24.9s +56d19m22s,PGC 45278,NGC 4964,UGC 08184,,1.04,0.06,134.0,0.29,0.05,130524.9+561922 N,,0.548,0.281,134.0,0.008406
13h05m46.5792s +46d27m42.408s,PGC 45309,,UGC 08189      U,IRAS13035+4643,1.2,0.05,133.0,0.93,0.05,130546.6+462744,"OFFSET 1.6 arcsec,",0.792,0.093,133.0,0.024803
13h05m55.9s +53d39m33s,PGC 45321,NGC 4974,CGCG 270-051,,,,,,,130555.9+533933 N,"LOGD25,NOAXIS,NOPA,PANedMed,",0.656,0.656,116.0,0.029437
13h06m04.032s +53d29m43.188s,PGC 45337,A 1303+53,,MK 0242,,,,,,130604.2+532931 A,"LOGD25,NOAXIS,NOPA,OFFSET 12.3 arcsec,PANedMed,",0.656,0.656,135.0,0.024053
13h06m04.4s +55d39m21s,PGC 45339,NGC 4977,UGC 08196      U,,1.19,0.05,,0.0,0.05,1306 4.4+553921 N,"NOPA,PANedMed,",0.774,0.774,142.0,0.027783
13h06m24.528s +48d57m44.532s,PGC 45361,,UGC 08198      U,,1.02,0.08,,0.0,0.06,130624.6+485743,"NOPA,OFFSET 1.7 arcsec,PANedMed,",0.524,0.524,65.0,0.034323
13h07m27.9552s +52d24m18.072s,PGC 45457,,UGC 08211      U,,1.01,0.06,75.0,0.07,0.05,130728.1+522417,"OFFSET 1.7 arcsec,",0.512,0.435,75.0,0.023939
13h07m59.1s +51d55m45s,PGC 45502,NGC 4987,UGC 08216      U,,1.08,0.17,35.0,0.22,0.08,130759.1+515545 N,,0.601,0.362,35.0,0.015761
13h08m03.6s +46d49m41s,PGC 45506,,UGC 08215      U,,1.0,0.12,,0.14,0.09,130803.6+464941,"NOPA,PANedMed,",0.5,0.362,54.0,0.000726
13h08m19.1616s +45d21m42.192s,PGC 45528,,UGC 08225      U,IRAS13060+4537,1.09,0.08,,0.04,0.04,130819.1+452143,"NOPA,OFFSET 1.0 arcsec,PANedMed,",0.615,0.561,30.0,0.028833
13h08m41.7s +52d46m27s,PGC 45560,IC 0853,UGC 08230      U,,1.02,0.03,,0.02,0.05,130841.7+524627 I,"NOPA,PANedMed,",0.524,0.5,27.0,0.023857
13h08m37.56s +54d04m27.804s,PGC 45561,,UGC 08231,,1.2,0.05,78.0,0.45,0.05,130837.8+540428,"OFFSET 2.1 arcsec,",0.792,0.281,78.0,0.008239
13h09m19.4s +46d14m42s,PGC 45610,,UGC 08239      U,IRAS13070+4630,1.06,0.06,159.0,0.86,0.05,130919.4+461442,,0.574,0.079,159.0,0.035732
13h09m46.56s +55d29m08.88s,PGC 45655,,UGC 08247      U,,1.04,0.18,135.0,0.42,0.08,130946.8+552908,"OFFSET 2.2 arcsec,",0.548,0.208,135.0,0.028894
13h10m50.5104s +49d53m33.792s,PGC 45737,,UGC 08257      U,,1.04,0.06,142.0,0.94,0.05,131050.6+495333,"OFFSET 1.2 arcsec,",0.548,0.063,142.0,0.025133
13h10m47s +50d05m34s,PGC 45739,NGC 5009,UGC 08258      U,,1.06,0.06,75.0,0.24,0.05,131047.0+500534 N,,0.574,0.33,75.0,0.031522
13h11m18.1s +45d39m38s,PGC 45773,,UGC 08268      U,,1.02,0.06,27.0,0.53,0.05,131118.1+453938,,0.524,0.155,27.0,0.02839
13h11m27.4608s +47d32m58.416s,PGC 45781,,UGC 08272      U,,1.12,0.05,5.0,0.19,0.05,131127.6+473257,"OFFSET 2.0 arcsec,",0.659,0.426,5.0,0.028982
13h11m41.1312s +50d14m50.208s,PGC 45798,,UGC 08274      U,,1.07,0.07,150.0,0.4,0.06,131141.3+501449,"OFFSET 2.0 arcsec,",0.587,0.234,150.0,0.016012
13h12m02.3s +44d48m52s,PGC 45828,,UGC 08281      U,,1.06,0.06,62.0,0.74,0.05,131202.3+444852,"NedNoRedshift,",0.574,0.104,62.0,nan
13h12m06.4s +44d40m43s,PGC 45833,,UGC 08283      U,,1.0,0.06,90.0,0.29,0.05,131206.4+444043,,0.5,0.256,90.0,0.035421
13h12m06.2712s +46d11m46.104s,PGC 45834,NGC 5021,UGC 08284      U,IRAS13099+4627,1.19,0.05,78.0,0.33,0.05,1312 6.3+461145 N,"OFFSET 1.1 arcsec,",0.774,0.362,78.0,0.02831
13h12m12.6s +44d02m28.392s,PGC 45849,NGC 5023,UGC 08286      P,,1.78,0.02,28.0,0.89,0.03,131211.9+440218 N,"OFFSET 12.8 arcsec,",3.013,0.388,28.0,0.001358
13h12m21.4104s +50d23m45.852s,PGC 45861,A 1310+50,,MK 0244,,,,,,131221.3+502335 A,"LOGD25,NOAXIS,NOPA,OFFSET 10.9 arcsec,PANedMed,",0.656,0.656,159.0,0.029587
13h12m37.6s +47d03m47s,PGC 45880,NGC 5029,UGC 08293      U,,1.23,0.14,150.0,0.18,0.08,131237.6+470347 N,,0.849,0.561,150.0,0.029177
13h13m09.9336s +50d34m33.924s,PGC 45915,,UGC 08304      U,,1.49,0.03,89.0,0.66,0.05,131310.1+503432,"OFFSET 2.5 arcsec,HANDADJ PA,",1.545,0.338,15.0,0.029684
13h13m22.8288s +46d19m21.612s,PGC 45939,A 1311+46,UGC 08308      U,DDO 167,1.05,0.08,155.0,0.26,0.06,131322.7+461913 A,"OFFSET 8.7 arcsec,",0.561,0.308,155.0,0.000545
13h14m27.9504s +45d55m08.94s,PGC 46039,A 1312+46,UGC 08320      U,DDO 168,1.56,0.05,150.0,0.42,0.09,131427.9+455512 A,"OFFSET 3.1 arcsec,",1.815,0.69,150.0,0.00064
13h14m36.5928s +54d47m53.592s,PGC 46051,A 1312+55,,MK 0247,,,,,,131436.6+544756 A,"LOGD25,NOAXIS,NOPA,OFFSET 2.4 arcsec,PANedMed,",0.656,0.656,96.0,0.032324
13h15m30.312s +47d29m56.184s,PGC 46127,A 1313+47,UGC 08331      U,DDO 169,1.43,0.04,140.0,0.46,0.06,131529.9+472958 A,"OFFSET 4.6 arcsec,",1.346,0.467,140.0,0.000867
13h16m29.8128s +52d56m01.248s,PGC 46206,,UGC 08347      U,,1.09,0.1,150.0,0.11,0.05,131630.0+525560,"DEC_ADJ,OFFSET 2.2 arcsec,",0.615,0.477,150.0,0.032729
13h18m34.4136s +47d07m55.884s,PGC 46372,,UGC 08364      U,,1.08,0.06,53.0,1.05,0.05,131834.7+470754,"OFFSET 3.5 arcsec,",0.601,0.054,53.0,0.028048
13h20m00.984s +52d03m03.168s,PGC 46505,A 1317+52,MCG +09-22-049,MK 0251,,,,,,132000.9+520304 A,"LOGD25,NOAXIS,NOPA,OFFSET 1.1 arcsec,PANedMed,",0.656,0.656,94.0,0.015404
13h20m18.5928s +50d43m13.368s,PGC 46530,,UGC 08386      U,,1.09,0.06,72.0,0.71,0.05,132018.7+504312,"OFFSET 1.7 arcsec,",0.615,0.12,72.0,0.008333
13h20m24.9096s +56d26m13.992s,PGC 46545,A 1318+56,MCG +10-19-060,MK 0253,,,,,,132026.7+562611 A,"LOGD25,NOAXIS,NOPA,OFFSET 15.1 arcsec,PANedMed,",0.656,0.656,175.0,0.020833
13h22m50.6592s +51d44m17.628s,PGC 46734,A 1320+51,CGCG 271-035,MK 0254,,,,,,132250.6+514415 A,"LOGD25,NOAXIS,NOPA,OFFSET 2.7 arcsec,PANedMed,",0.656,0.656,147.0,0.029695
13h22m59.7s +52d58m10.308s,PGC 46752,A 1320+53,MCG +09-22-054,MK 0255,0.74,0.14,,0.0,0.07,132259.7+525806 A,"NOPA,OFFSET 4.3 arcsec,PANedMed,",0.275,0.275,40.0,0.030328
13h26m02s +51d18m07s,PGC 47000,,UGC 08446      U,,0.92,0.06,163.0,0.18,0.04,132602.0+511807,,0.416,0.275,163.0,0.03054
13h26m54.3s +52d45m12s,PGC 47096,NGC 5163,UGC 08453      U,,1.04,0.18,10.0,0.18,0.08,132654.3+524512 N,,0.548,0.362,10.0,0.029761
13h27m11.9s +55d29m13s,PGC 47124,NGC 5164,UGC 08458      U,MK 0257,1.0,0.06,,0.04,0.05,132711.9+552913 N,"NOPA,PANedMed,",0.5,0.456,25.0,0.024076
13h27m45.696s +54d47m56.904s,PGC 47178,,UGC 08462      U,,1.08,0.06,87.0,0.55,0.05,132745.8+544756,"OFFSET 1.3 arcsec,",0.601,0.169,87.0,0.033075
13h28m00.1368s +56d02m05.604s,PGC 47215,,MCG +09-22-067,,0.82,0.13,67.0,0.17,0.07,132800.0+560204,"OFFSET 2.0 arcsec,",0.33,0.223,67.0,0.024377
13h28m10s +46d40m19s,PGC 47231,NGC 5169,UGC 08465      R,,1.37,0.03,103.0,0.4,0.03,132810.0+464019 N,,1.172,0.467,103.0,0.008126
13h28m06.7992s +56d02m43.224s,PGC 47246,,MCG +09-22-068,,0.9,0.17,50.0,0.44,0.07,132806.7+560239,"OFFSET 4.3 arcsec,HANDADJ PA,",0.397,0.144,140.0,0.024377
13h28m25.3s +46d35m29s,PGC 47257,NGC 5173,UGC 08468      R,,1.25,0.07,,0.03,0.06,132825.3+463529 N,"NOPA,PANedMed,",0.889,0.83,95.0,0.008086
13h28m33.1896s +46d55m37.884s,PGC 47270,IC 4263,UGC 08470      P,,1.31,0.04,105.0,0.68,0.04,132833.3+465538 I,"OFFSET 1.1 arcsec,",1.021,0.213,105.0,0.009069
13h28m44.0544s +43d55m50.52s,PGC 47284,A 1326+44,,MK 0259,,,,,,132844.4+435552 A,"LOGD25,NOAXIS,NOPA,OFFSET 4.0 arcsec,PANedMed,",0.656,0.656,75.0,0.027949
13h28m48.9552s +53d26m34.44s,PGC 47291,A 1326+53,,MK 0258,,,,,,132848.8+532634 A,"LOGD25,NOAXIS,NOPA,OFFSET 1.5 arcsec,PANedMed,",0.656,0.656,65.0,0.025356
13h29m16.212s +53d04m55.092s,PGC 47324,NGC 5201,UGC 08480,,1.22,0.05,145.0,0.2,0.05,132916.2+530454 N,"OFFSET 1.1 arcsec,",0.83,0.524,145.0,0.029347
13h29m39.1296s +45d23m13.956s,PGC 47371,A 1327+45,UGC 08489      U,DDO 176,1.33,0.04,106.0,0.53,0.05,132938.9+452315 A,"OFFSET 2.6 arcsec,",1.069,0.315,106.0,0.004346
13h29m52.7s +47d11m42s,PGC 47404,NGC 5194,UGC 08493      R,VV 403,2.05,0.01,163.0,0.21,0.02,132952.7+471142 N,"HANDADJ Major Minor,",7.293,4.497,163.0,0.001544
13h29m59.5s +47d15m58s,PGC 47413,NGC 5195,UGC 08494      R,IRAS13278+4731,1.76,0.02,79.0,0.1,0.03,132959.5+471558 N,,2.877,2.285,79.0,0.001551
13h30m11.4s +46d40m14s,PGC 47441,NGC 5198,UGC 08499      R,1ZW 059,1.32,0.05,51.0,0.07,0.04,133011.4+464014 N,,1.045,0.889,51.0,0.008402
13h30m38.7432s +49d08m11.724s,PGC 47469,,UGC 08506      U,,1.12,0.05,159.0,0.99,0.05,133038.8+490813,"OFFSET 1.4 arcsec,",0.659,0.067,159.0,0.016359
13h30m44.4s +54d54m36s,PGC 47495,,UGC 08508      U,1ZW 060,1.23,0.05,120.0,0.22,0.05,133044.3+545439,"OFFSET 3.1 arcsec,",0.849,0.512,120.0,0.000207
13h32m35.8992s +49d49m46.992s,PGC 47658,,UGCA 361       U,,1.0,0.1,,0.23,0.18,133236.4+494957,"NOPA,OFFSET 11.1 arcsec,NedNoPA,NedNoRedshift,",0.5,0.294,0.0,nan
13h33m14.7504s +45d50m13.884s,PGC 47718,,UGC 08538      U,,1.04,0.08,3.0,1.06,0.06,133314.8+455012,"OFFSET 2.0 arcsec,",0.548,0.048,3.0,0.00421
13h33m20.2s +51d29m25s,PGC 47731,NGC 5225,UGC 08540,,0.81,0.08,,0.0,0.05,133320.2+512925 N,"NOPA,PANedMed,",0.323,0.323,57.0,0.015407
13h34m04.536s +52d42m08.208s,PGC 47780,,UGC 08551      U,,1.19,0.05,18.0,0.98,0.05,133404.8+524208,"OFFSET 2.4 arcsec,",0.774,0.081,18.0,0.029684
13h34m02.9s +47d54m55s,PGC 47788,NGC 5229,UGC 08550      P,,1.52,0.04,167.0,0.77,0.05,1334 2.9+475455 N,,1.656,0.281,167.0,0.001214
13h34m42.5s +51d36m49s,PGC 47853,NGC 5238,UGC 08565      U,1ZW 064,1.23,0.06,160.0,0.07,0.06,133442.5+513649 N,,0.849,0.723,160.0,0.000784
13h35m16.188s +44d45m41.112s,PGC 47904,,UGC 08577      U,,1.15,0.05,124.0,0.67,0.05,133516.3+444540,"OFFSET 1.6 arcsec,",0.706,0.151,124.0,0.008796
13h35m42.8s +45d55m47s,PGC 47951,A 1333+46,UGC 08588      U,DDO 178,1.11,0.05,,0.0,0.05,133542.8+455547 A,"NOPA,PANedMed,",0.644,0.644,33.0,0.004827
13h36m01.2192s +49d57m39.024s,PGC 47985,IC 0902,UGC 08593      U,IRAS13340+5012,1.34,0.04,162.0,0.72,0.05,1336 1.2+495738 I,"OFFSET 1.0 arcsec,",1.094,0.208,162.0,0.005397
13h36m07.3s +51d14m08s,PGC 47997,NGC 5250,UGC 08594      U,,1.0,0.1,,0.05,0.04,1336 7.3+511408 N,"NOPA,PANedMed,",0.5,0.446,113.0,0.015094
13h36m15.3504s +46d11m58.236s,PGC 48012,A 1334+46,UGC 08597      U,DDO 177,1.18,0.05,40.0,0.08,0.05,133615.6+461160 A,"DEC_ADJ,OFFSET 3.1 arcsec,",0.757,0.629,40.0,0.008119
13h36m49.3104s +44d52m53.184s,PGC 48064,,UGC 08611      U,,1.19,0.05,,0.05,0.05,133649.5+445252,"NOPA,OFFSET 2.3 arcsec,PANedMed,",0.774,0.69,100.0,0.008806
13h38m17.5s +48d16m37s,PGC 48192,NGC 5256,UGC 08632a+b   R,MK 0266,1.08,0.06,,0.05,0.05,133817.5+481637 N,"NOPA,PANedMed,",0.601,0.536,130.0,0.027863
13h38m59.8008s +51d26m04.992s,PGC 48259,,UGC 08639      U,,1.17,0.05,170.0,0.13,0.05,133859.8+512606,"OFFSET 1.0 arcsec,",0.74,0.548,170.0,0.005637
13h39m23s +51d03m03s,PGC 48286,IC 0907:,UGC 08643      U,,1.11,0.05,20.0,0.74,0.05,133923.0+510303 I,,0.644,0.117,20.0,0.015386
13h39m28.9104s +46d00m55.584s,PGC 48291,,UGC 08642      U,,1.18,0.05,113.0,0.85,0.05,133928.8+460055,"OFFSET 1.3 arcsec,",0.757,0.107,113.0,0.008071
13h40m34.1808s +55d25m49.116s,PGC 48388,,UGC 08659      U,,1.0,0.16,,0.04,0.12,134034.5+552545,"NOPA,OFFSET 4.9 arcsec,PANedMed,",0.5,0.456,121.0,0.0168
13h40m39.8592s +54d19m58.296s,PGC 48392,Holmberg V,UGC 08658      P,,1.39,0.03,110.0,0.2,0.04,134040.0+541957 H,"OFFSET 1.8 arcsec,",1.227,0.774,110.0,0.006768
13h41m24.2952s +55d38m35.088s,PGC 48450,,UGC 08671,ARAK 427,0.76,0.09,80.0,0.19,0.05,134124.4+553834,"OFFSET 1.4 arcsec,",0.288,0.186,80.0,0.025314
13h41m39.6s +55d40m14s,PGC 48473,NGC 5278,UGC 08677      R,MK 0271,1.13,0.06,117.0,0.15,0.06,134139.6+554014 N,,0.674,0.477,117.0,0.025154
13h41m43.8s +55d40m25s,PGC 48482,NGC 5279,UGC 08678      R,MK 0271A,0.78,0.07,,0.14,0.08,134143.8+554025 N,"NOPA,PANedMed,",0.301,0.218,55.0,0.025284
13h41m49.6s +47d53m20s,PGC 48497,,UGC 08676      U,,1.0,0.08,152.0,0.55,0.06,134149.6+475320,,0.5,0.141,152.0,0.007442
13h44m42.1104s +55d53m12.66s,PGC 48711,A 1342+56,UGC 08696      R,MK 0273,1.06,0.06,,0.64,0.05,134442.1+555311 A,"NOPA,OFFSET 1.7 arcsec,PANedMed,",0.574,0.132,14.0,0.03778
13h45m27.228s +47d55m21.756s,PGC 48777,,UGC 08702      U,,1.14,0.05,70.0,0.31,0.05,134527.5+475520,"OFFSET 3.2 arcsec,",0.69,0.338,70.0,0.028057
13h46m02.7816s +55d42m55.404s,PGC 48801,,UGC 08707      U,,1.07,0.06,143.0,0.28,0.05,134602.9+554255,"OFFSET 1.1 arcsec,",0.587,0.308,143.0,0.039975
13h46m24.7s +46d06m25s,PGC 48816,NGC 5301,UGC 08711      P,IRAS13443+4621,1.62,0.02,151.0,0.69,0.03,134624.7+460625 N,,2.084,0.426,151.0,0.005014
13h51m47.2s +50d58m42s,PGC 49215,IC 0951,UGC 08775      U,,1.08,0.06,,0.0,0.05,135147.2+505842 I,"NOPA,PANedMed,",0.601,0.601,135.0,0.013526
13h54m29.2s +54d19m50s,PGC 49431,NGC 5368,UGC 08834      P,IRAS13526+5434,0.97,0.07,10.0,0.1,0.05,135429.2+541950 N,,0.467,0.371,10.0,0.015531
13h54m44.30s +53d54m2.8s,PGC 49448,Holmberg IV,UGC 08837      P,DDO 185,1.63,0.02,18.0,0.51,0.04,135445.8+535403 H,"HANDADJ Coords,",2.133,0.659,18.0,0.00048
13h56m16.7s +47d14m08s,PGC 49563,NGC 5377,UGC 08863      R,IRAS13542+4729,1.57,0.02,20.0,0.25,0.03,135616.7+471408 N,"HANDADJ PA,",1.858,1.045,45.0,0.005981
13h56m58.1s +45d58m24s,PGC 49608,,UGC 08876      U,,1.03,0.06,27.0,0.5,0.05,135658.1+455824,,0.536,0.169,27.0,0.006955
13h57m11.4792s +50d26m08.556s,PGC 49634,,UGC 08880      U,,1.04,0.06,55.0,0.68,0.05,135711.6+502607,"OFFSET 1.9 arcsec,",0.548,0.115,55.0,0.006248
14h00m42.0384s +55d09m52.128s,PGC 49874,NGC 5422,UGC 08935      R,,1.59,0.03,152.0,0.72,0.03,140042.0+550951 N,"OFFSET 1.2 arcsec,",1.945,0.371,152.0,0.006131
14h00m47.7s +48d26m37s,PGC 49889,NGC 5425,UGC 08933      U,IRAS13588+4841,1.29,0.04,127.0,0.56,0.05,140047.7+482637 N,,0.975,0.269,127.0,0.006918
14h00m52.8696s +49d22m31.656s,PGC 49894,,UGC 08936      U,,1.11,0.14,,0.11,0.12,140053.1+492229,"NOPA,OFFSET 3.5 arcsec,PANedMed,",0.644,0.5,110.0,0.006361
14h02m11.8s +55d48m50s,PGC 49993,NGC 5443,UGC 08958      P,IRAS14004+5603,1.43,0.03,34.0,0.43,0.04,140211.8+554850 N,,1.346,0.5,34.0,0.006014
14h02m50s +49d10m21s,PGC 50031,NGC 5448,UGC 08969      R,IRAS14009+4924,1.6,0.02,115.0,0.35,0.03,140250.0+491021 N,,1.991,0.889,115.0,0.006748
14h03m12.5s +54d20m56s,PGC 50063,NGC 5457,UGC 08981      R,VV 456,2.46,0.01,96.0,0.03,0.02,140312.5+542056 N,,14.42,13.458,96.0,0.000804
14h04m43.2s +54d53m33s,PGC 50191,NGC 5473,UGC 09011      R,,1.37,0.03,160.0,0.15,0.03,140443.2+545333 N,,1.172,0.83,160.0,0.006745
14h05m01.6104s +53d39m43.992s,PGC 50216,NGC 5474,UGC 09013      R,,1.68,0.02,21.0,0.05,0.02,1405 1.4+533943 N,"OFFSET 2.1 arcsec,",2.393,2.133,21.0,0.000911
14h05m12.4s +55d44m30s,PGC 50231,NGC 5475,UGC 09016      P,,1.31,0.04,166.0,0.61,0.04,140512.4+554430 N,,1.021,0.251,166.0,0.005574
14h05m33.2952s +54d27m40.14s,PGC 50262,NGC 5477,UGC 09018      R,DDO 186,1.22,0.03,95.0,0.1,0.03,140532.8+542739 N,"OFFSET 4.5 arcsec,",0.83,0.659,95.0,0.001014
14h06m21.6s +50d43m30s,PGC 50312,NGC 5480,UGC 09026      R,IRAS14045+5057,1.24,0.03,0.0,0.18,0.03,140621.6+504330 N,,0.869,0.574,0.0,0.006191
14h06m41.2728s +50d43m23.988s,PGC 50331,NGC 5481,UGC 09029      P,,1.25,0.07,115.0,0.07,0.05,140641.3+504323 N,"OFFSET 1.0 arcsec,",0.889,0.757,115.0,0.006635
14h06m48.2s +55d01m47s,PGC 50338,NGC 5484,CGCG 272-029   P,,,,,,,140648.2+550147 N,"LOGD25,NOAXIS,NOPA,PANedMed,",0.656,0.656,158.0,0.006771
