Coords,PGC,Name1,Name2,Name3,RevHubble,BT,logD25,logD25err,RC3PositionAngle,logR25,logR25err,OrigCoords,Notes,SemiMajorAxis,PositionAngle,SemiMinorAxis
13h40m34.1808s +55d25m49.116s,PGC 48388,,UGC 08659      U,,.I..9*.,,1.00,.16,,.04,.12,134034.5+552545,"NOPA,OFFSET 4.932 arcsec,PANedMedian,",0.5,121.0,0.4560054196779548
13h40m39.8592s +54d19m58.296s,PGC 48392,Holmberg V,UGC 08658      P,,.SXT5..,13.09,1.39,.03,110,.20,.04,134040.0+541957 H,"OFFSET 1.788 arcsec,",1.2273544578425148,110.0,0.7744083094562405
13h41m24.2952s +55d38m35.088s,PGC 48450,,UGC 08671,ARAK 427,.S?....,,.76,.09,80,.19,.05,134124.4+553834,"OFFSET 1.404 arcsec,",0.28771996866857846,80.0,0.18576761454858623
13h41m39.6s +55d40m14s,PGC 48473,NGC 5278,UGC 08677      R,MK 0271,.SAS3$P,,1.13,.06,117,.15,.06,134139.6+554014 N,,0.6744814412958267,117.0,0.4774962930107179
13h41m43.8s +55d40m25s,PGC 48482,NGC 5279,UGC 08678      R,MK 0271A,.SBS1P.,,.78,.07,,.14,.08,134143.8+554025 N,"NOPA,PANedMedian,",0.3012797930371789,55.0,0.21825791612008302
13h41m49.6s +47d53m20s,PGC 48497,,UGC 08676      U,,.S..8*.,,1.00,.08,152,.55,.06,134149.6+475320,,0.5,152.0,0.14091914656322269
13h44m42.1104s +55d53m12.66s,PGC 48711,A 1342+56,UGC 08696      R,MK 0273,.P.....,,1.06,.06,,.64,.05,134442.1+555311 A,"NOPA,OFFSET 1.662 arcsec,PANedMedian,",0.5740768107484414,14.0,0.1315133995947691
13h45m27.228s +47d55m21.756s,PGC 48777,,UGC 08702      U,,.S..7..,,1.14,.05,70,.31,.05,134527.5+475520,"OFFSET 3.249 arcsec,",0.6901921323014423,70.0,0.33804148769599085
13h46m02.7816s +55d42m55.404s,PGC 48801,,UGC 08707      U,,.S..4..,,1.07,.06,143,.28,.05,134602.9+554255,"OFFSET 1.079 arcsec,",0.5874487774697649,143.0,0.3082975009307411
13h46m24.7s +46d06m25s,PGC 48816,NGC 5301,UGC 08711      P,IRAS13443+4621,.SAS4*/,12.70,1.62,.02,151,.69,.03,134624.7+460625 N,,2.0843469173516773,151.0,0.42556901910118833
13h51m47.2s +50d58m42s,PGC 49215,IC 0951,UGC 08775      U,,.S..7..,,1.08,.06,,.00,.05,135147.2+505842 I,"NOPA,PANedMedian,",0.6011322173087066,135.0,0.6011322173087066
13h54m29.2s +54d19m50s,PGC 49431,NGC 5368,UGC 08834      P,IRAS13526+5434,PSX.2*.,,.97,.07,10,.10,.05,135429.2+541950 N,,0.4666271503984955,10.0,0.37065512065045875
13h54m44.30s +53d54m2.8s,PGC 49448,Holmberg IV,UGC 08837      P,DDO 185,.IBS9./,13.81,1.63,.02,18,.51,.04,135445.8+535403 H,"HANDADJ Coords,",2.1328975940079626,18.0,0.6591283692782034
13h56m16.7s +47d14m08s,PGC 49563,NGC 5377,UGC 08863      R,IRAS13542+4729,RSBS1..,12.24,1.57,.02,20,.25,.03,135616.7+471408 N,"HANDADJ PA,",1.857676145485863,45.0,1.0446480654270198
13h56m58.1s +45d58m24s,PGC 49608,,UGC 08876      U,,.S..0..,,1.03,.06,27,.50,.05,135658.1+455824,,0.5357596526188032,27.0,0.16942207806960127
13h57m11.4792s +50d26m08.556s,PGC 49634,,UGC 08880      U,,.S..1..,,1.04,.06,55,.68,.05,135711.6+502607,"OFFSET 1.937 arcsec,",0.5482390980715925,55.0,0.11454338263838865
14h00m42.0384s +55d09m52.128s,PGC 49874,NGC 5422,UGC 08935      R,,.L..../,12.06V,1.59,.03,152,.72,.03,140042.0+550951 N,"OFFSET 1.175 arcsec,",1.9452257249714033,152.0,0.37065512065045886
14h00m47.7s +48d26m37s,PGC 49889,NGC 5425,UGC 08933      U,IRAS13588+4841,.S..7..,,1.29,.04,127,.56,.05,140047.7+482637 N,,0.9749222998790228,127.0,0.2685158981851264
14h00m52.8696s +49d22m31.656s,PGC 49894,,UGC 08936      U,,.I..9*.,,1.11,.14,,.11,.12,140053.1+492229,"NOPA,OFFSET 3.481 arcsec,PANedMedian,",0.6441247758465671,110.0,0.5000000000000001
14h02m11.8s +55d48m50s,PGC 49993,NGC 5443,UGC 08958      P,IRAS14004+5603,.SBS3$.,,1.43,.03,34,.43,.04,140211.8+554850 N,,1.3457674019634576,34.0,0.49999999999999994
14h02m50s +49d10m21s,PGC 50031,NGC 5448,UGC 08969      R,IRAS14009+4924,RSXR1..,11.93,1.60,.02,115,.35,.03,140250.0+491021 N,,1.9905358527674866,115.0,0.8891397050194616
14h03m12.5s +54d20m56s,PGC 50063,NGC 5457,UGC 08981      R,VV 456,.SXT6..,8.31M,2.46,.01,96,.03,.02,140312.5+542056 N,,14.42015751563303,96.0,13.457674019634577
14h04m43.2s +54d53m33s,PGC 50191,NGC 5473,UGC 09011      R,,.LXS-*.,12.35,1.37,.03,160,.15,.03,140443.2+545333 N,,1.1721144076599614,160.0,0.8297934537187805
14h05m01.6104s +53d39m43.992s,PGC 50216,NGC 5474,UGC 09013      R,,.SAS6P.,11.28,1.68,.02,21,.05,.02,1405 1.4+533943 N,"OFFSET 2.117 arcsec,",2.3931504616131916,21.0,2.132897594007963
14h05m12.4s +55d44m30s,PGC 50231,NGC 5475,UGC 09016      P,,.S..1?/,,1.31,.04,166,.61,.04,140512.4+554430 N,,1.0208689723347648,166.0,0.2505936168136362
14h05m33.2952s +54d27m40.14s,PGC 50262,NGC 5477,UGC 09018      R,DDO 186,.SAS9..,14.36,1.22,.03,95,.10,.03,140532.8+542739 N,"OFFSET 4.466 arcsec,",0.8297934537187802,95.0,0.6591283692782035
14h06m21.6s +50d43m30s,PGC 50312,NGC 5480,UGC 09026      R,IRAS14045+5057,.SAS5*.,12.20V,1.24,.03,0,.18,.03,140621.6+504330 N,,0.8689004143746877,0.0,0.5740768107484413
14h06m41.2728s +50d43m23.988s,PGC 50331,NGC 5481,UGC 09029      P,,.E+....,,1.25,.07,115,.07,.05,140641.3+504323 N,"OFFSET 1.021 arcsec,",0.8891397050194614,115.0,0.756780624218104
14h06m48.2s +55d01m47s,PGC 50338,NGC 5484,CGCG 272-029   P,,.E.2...,,,,,,,140648.2+550147 N,"LOGD25,NOPA,NOAXIS,PANedMedian,",0.6560999495096017,158.0,0.6560999495096017
14h07m11.3472s +55d00m06.084s,PGC 50369,NGC 5485,UGC 09033      R,,.LA..P.,12.31,1.37,.03,170,.08,.04,140711.3+550005 N,"OFFSET 1.158 arcsec,",1.1721144076599614,170.0,0.9749222998790229
14h07m24.9648s +55d06m11.052s,PGC 50383,NGC 5486,UGC 09036      P,IRAS14056+5520,.SAS9*.,,1.27,.04,80,.20,.04,140725.0+550610 N,"OFFSET 1.095 arcsec,",0.9310435683314338,80.0,0.5874487774697648
14h07m39.3s +54d47m40s,PGC 50395,,MCG +09-23-039,,.L?....,,.82,.19,,.09,.07,140739.3+544740,"NOPA,PANedMedian,",0.33034672400379794,10.0,0.2685158981851263
14h08m21.5s +55d18m06s,PGC 50443,,UGC 09047      U,,.SBR3..,,.99,.06,35,.23,.05,140821.5+551806,,0.48861861047790534,35.0,0.2877199686685784
14h08m27.732s +47d58m12.972s,PGC 50457,,UGC 09046      U,,.I..9*.,,1.04,.15,,.18,.12,140827.9+475811,"NOPA,OFFSET 2.595 arcsec,PANedMedian,",0.5482390980715925,13.0,0.36221798003749506
14h08m30.0552s +51d13m10.884s,PGC 50472,,UGC 09050      U,,.I..9*.,,1.07,.14,,.00,.12,140830.2+511309,"NOPA,OFFSET 2.324 arcsec,PANedMedian,",0.5874487774697649,46.0,0.5874487774697649
14h09m21.8s +49d02m15s,PGC 50509,,UGC 09056,IRAS14074+4916,.S?....,,1.02,.06,143,.58,.05,140921.8+490215,,0.5235642740254498,143.0,0.13771143516690837
14h10m03s +54d13m06s,PGC 50581,,UGC 09071      U,,.S..6..,,1.32,.04,37,.72,.05,141003.0+541306,,1.0446480654270198,37.0,0.19905358527674866
14h10m07.1s +46d26m22s,PGC 50582,,UGC 09066      U,,.S..6*.,,1.08,.06,134,1.00,.05,141007.1+462622,,0.6011322173087066,134.0,0.060113221730870664
14h10m13.2096s +48d19m03.9s,PGC 50586,,UGC 09068      U,,.SA.8..,,1.20,.05,160,.20,.05,141013.4+481903,"OFFSET 2.102 arcsec,",0.7924465962305567,160.0,0.49999999999999994
14h10m15.2s +48d32m46s,PGC 50588,NGC 5500,UGC 09070      U,MK 0806,.E.....,,1.00,.19,,.05,.08,141015.2+483246 N,"NOPA,PANedMedian,",0.5,129.0,0.4456254690668728
14h11m26.9808s +50d12m32.616s,PGC 50664,,UGC 09083      U,VV 125,.S..8..,,1.04,.06,75,.15,.05,141127.0+501231,"OFFSET 1.626 arcsec,",0.5482390980715925,75.0,0.3881235583143459
14h11m36.72s +52d20m34.908s,PGC 50674,A 1409+52,MCG +09-23-053 P,,.SB.5*.,,.94,.11,,.57,.07,141136.4+522034 A,"NOPA,OFFSET 3.070 arcsec,PANedMedian,",0.43548179497804024,136.0,0.1172114407659961
14h12m22.8s +50d20m54s,PGC 50728,NGC 5520,UGC 09097      U,IRAS14105+5034,.S..3..,,1.30,.04,66,.26,.05,141222.8+502054 N,,0.9976311574844399,66.0,0.5482390980715925
14h16m56.3712s +55d51m49.824s,PGC 51008,,UGC 09146      U,,.I..9*.,,.96,.17,,.05,.12,141656.4+555152,"NOPA,OFFSET 2.189 arcsec,PANedMedian,",0.4560054196779548,17.0,0.4064152580820496
14h19m54.48s +51d53m40.8s,PGC 51214,,UGC 09178a,ARP 045,.SB?...,,1.04,.09,,.38,.07,141954.5+515339,"NOPA,OFFSET 5.196 arcsec,NedNoPA,HANDADJ Coords Major Minor,",0.75,0.0,0.75
14h20m44.5104s +51d08m18.816s,PGC 51256,,UGC 09192      U,,.I..9*.,,1.06,.06,145,.59,.05,142044.6+510818,"OFFSET 1.173 arcsec,",0.5740768107484414,145.0,0.1475604613333193
14h21m50.8656s +46d43m48.72s,PGC 51320,A 1420+46,,1ZW 084,,,,,,,,142150.9+464346 A,"LOGD25,NOPA,NOAXIS,OFFSET 2.743 arcsec,PANedMedian,",0.6560999495096017,15.0,0.6560999495096017
14h22m18.8328s +50d30m04.968s,PGC 51340,NGC 5602,UGC 09210      U,,.S..1..,,1.16,.05,166,.28,.05,142218.8+503004 N,"OFFSET 1.017 arcsec,",0.7227198853729636,166.0,0.3792887875145918
14h22m32.1648s +45d23m01.896s,PGC 51358,A 1420+45,UGC 09211      U,DDO 189,.I..9*.,,1.22,.06,,.08,.06,142232.6+452258 A,"NOPA,OFFSET 6.017 arcsec,PANedMedian,",0.8297934537187802,98.0,0.6901921323014423
14h24m43.3968s +44d31m32.808s,PGC 51472,A 1422+44,UGC 09240      U,DDO 190,.IA.9..,13.25,1.26,.06,,.00,.06,142443.8+443129 A,"NOPA,OFFSET 5.753 arcsec,NedNoPA,",0.9098504293049917,0.0,0.9098504293049917
14h25m26.9s +56d19m13s,PGC 51509,A 1423+56,UGC 09245      U,DDO 191,.SBS7..,14.43,1.27,.03,5,.15,.04,142526.9+561913 A,,0.9310435683314338,5.0,0.6591283692782036
14h26m12.2s +48d33m50s,PGC 51541,NGC 5622,UGC 09248      U,IRAS14244+4847,.S..3..,,1.24,.04,90,.24,.04,142612.2+483350 N,,0.8689004143746877,90.0,0.49999999999999994
14h26m31.6s +44d51m44s,PGC 51561,,UGC 09251      U,VV 152,.S..6*.,,1.02,.06,96,.69,.05,142631.6+445144,,0.5235642740254498,96.0,0.10689810447511161
14h26m35.2104s +51d35m07.296s,PGC 51568,NGC 5624,UGC 09256,IRAS14248+5148,.S?....,,1.06,.06,3,.18,.05,142635.4+513508 N,"OFFSET 1.902 arcsec,",0.5740768107484414,3.0,0.3792887875145919
14h27m13.5s +50d33m45s,PGC 51599,,UGC 09269      U,,.S..6*.,,1.07,.07,155,1.01,.06,142713.5+503345,,0.5874487774697649,155.0,0.05740768107484415
14h27m28.4s +46d08m47s,PGC 51620,NGC 5633,UGC 09271      R,1ZW 089,RSAT3..,13.06,1.30,.02,10,.21,.03,142728.4+460847 N,,0.9976311574844399,10.0,0.6151343854061908
14h29m49.8s +49d37m21s,PGC 51795,NGC 5660,UGC 09325      R,IRAS14280+4950,.SXT5..,12.45,1.44,.03,90,.05,.03,142949.8+493721 N,,1.3771143516690831,90.0,1.227354457842515
14h29m50.7528s +44d26m52.152s,PGC 51798,A 1427+44,UGC 09324      U,DDO 192,.SB.9..,,1.37,.09,,.23,.12,142950.9+442652 A,"NOPA,OFFSET 1.584 arcsec,NedNoPA,HANDADJ PA,",1.1721144076599614,90.0,0.6901921323014426
14h31m30.9s +49d57m31s,PGC 51901,NGC 5673,UGC 09347      P,,.SB.5?/,12.9 S,1.39,.03,136,.59,.03,143130.9+495731 N,,1.2273544578425148,136.0,0.31547867224009657
14h32m27.3s +49d54m16s,PGC 51955,IC 1029,UGC 09361      P,IRAS14307+5007,.SA.3*/,12.2 S,1.45,.03,152,.71,.04,143227.3+495416 I,,1.4091914656322269,152.0,0.2747704369288123
14h32m46.9s +49d27m28s,PGC 51978,NGC 5676,UGC 09366      R,,.SAT4..,11.87,1.60,.02,47,.32,.02,143246.9+492728 N,,1.9905358527674866,47.0,0.9527303589816237
14h34m45s +48d40m13s,PGC 52107,NGC 5682,UGC 09388      R,IRAS14329+4853,.SBS3..,14.6,1.22,.04,127,.47,.03,143445.0+484013 N,,0.8297934537187802,127.0,0.2811706625951745
14h34m52.4472s +48d39m42.912s,PGC 52114,NGC 5683,MCG +08-27-003 R,MK 0474,.SBS0$.,15.67,1.10,.05,,.30,.05,143452.5+483942 N,"NOPA,OFFSET 1.051 arcsec,PANedMedian,",0.6294627058970838,151.0,0.31547867224009674
14h34m52.4s +54d28m33s,PGC 52116,NGC 5687,UGC 09395      R,,.L..-$.,12.40,1.38,.03,105,.15,.03,143452.4+542833 N,,1.199416459509745,105.0,0.849121826230872
14h35m29.7s +48d44m29s,PGC 52154,NGC 5689,UGC 09399      R,IRAS14337+4857,.SBS0*.,12.68,1.54,.02,85,.56,.03,143529.7+484429 N,,1.7336842522626583,85.0,0.477496293010718
14h36m11.2s +48d35m06s,PGC 52194,NGC 5693,UGC 09406      R,,.SBT7..,,1.26,.04,,.08,.04,143611.2+483506 N,"NOPA,PANedMedian,",0.9098504293049917,74.0,0.756780624218104
14h37m29.136s +48d37m25.536s,PGC 52263,,UGC 09426      U,,.I..9..,,1.18,.05,,.20,.05,143729.4+483725,"NOPA,OFFSET 2.672 arcsec,PANedMedian,",0.756780624218104,32.0,0.47749629301071794
14h37m30.8s +51d33m42s,PGC 52266,NGC 5707,UGC 09428      P,,.S..2*/,,1.41,.04,35,.70,.04,143730.8+513342 N,,1.2851978913844317,35.0,0.25643069199568247
14h38m11.5s +46d38m18s,PGC 52307,NGC 5714,UGC 09431      U,IRAS14363+4651,.S..6*.,,1.51,.03,82,.91,.05,143811.5+463818 N,,1.6179682846481414,82.0,0.19905358527674863
14h38m33.3s +50d48m54s,PGC 52328,NGC 5720,UGC 09439      U,,.S..3..,,1.32,.04,140,.18,.05,143833.3+504854 N,,1.0446480654270198,140.0,0.6901921323014425
14h38m59.1504s +51d07m14.448s,PGC 52344,,UGC 09448      U,,.S..3..,,1.34,.06,,.95,.07,143859.2+510713,"NOPA,OFFSET 1.521 arcsec,PANedMedian,",1.0938808119747765,88.0,0.12273544578425157
14h39m18.9408s +53d52m32.808s,PGC 52364,,UGC 09452      U,,.S..9*.,,1.24,.05,145,.46,.05,143919.1+535232,"OFFSET 1.623 arcsec,",0.8689004143746877,145.0,0.3012797930371789
14h40m38.0976s +53d30m15.876s,PGC 52436,A 1439+53,CGCG 273-023   R,MK 0477,.S...*P,,.62,.11,,.11,.12,144038.6+533005 A,"NOPA,OFFSET 11.763 arcsec,PANedMedian,",0.2084346917351677,109.0,0.16179682846481414
14h41m17.1576s +44d28m43.824s,PGC 52468,,MCG +08-27-018,1ZW 093,.S?....,,.74,.14,,.00,.07,144117.2+442846,"NOPA,OFFSET 2.223 arcsec,PANedMedian,",0.27477043692881226,29.0,0.27477043692881226
14h41m32.0232s +44d30m45.936s,PGC 52476,,UGC 09476      U,IRAS14396+4443,.SXT5..,,1.19,.05,137,.19,.05,144132.0+443047,"OFFSET 1.093 arcsec,",0.7744083094562406,137.0,0.4999999999999999
14h43m49.2s +53d24m02s,PGC 52607,NGC 5751,UGC 09498      U,IRAS14422+5336,.S..6*.,,1.18,.05,55,.30,.05,144349.2+532402 N,,0.756780624218104,55.0,0.3792887875145919
14h45m45.1152s +51d34m50.916s,PGC 52708,,MCG +09-24-035,VV 713,.S?....,,.94,.11,,.05,.07,144544.9+513453,"NOPA,OFFSET 2.893 arcsec,PANedMedian,",0.43548179497804024,92.0,0.3881235583143458
14h45m49s +50d23m38s,PGC 52713,IC 1056,UGC 09516      U,IRAS14441+5036,.S..3..,,1.26,.04,20,.15,.05,144549.0+502338 I,,0.9098504293049917,20.0,0.644124775846567
14h46m19.3896s +54d38m12.336s,PGC 52732,,UGC 09522      U,,.S..2..,,1.06,.06,45,.75,.05,144619.5+543812,"OFFSET 1.016 arcsec,",0.5740768107484414,45.0,0.10208689723347647
14h49m04.6392s +49d56m49.344s,PGC 52901,,UGC 09545      U,,.S..6*.,,1.07,.06,80,.10,.05,144904.7+495648,"OFFSET 1.467 arcsec,",0.5874487774697649,80.0,0.4666271503984956
14h49m34.4s +47d22m34s,PGC 52942,NGC 5767,UGC 09549      U,,.SB.2*.,,.96,.09,150,.15,.06,144934.4+472234 N,,0.4560054196779548,150.0,0.3228271145173277
14h50m46.5s +54d24m40s,PGC 53000,IC 1069,UGC 09563      U,,.L.....,,1.11,.10,45,.23,.05,145046.5+542440 I,,0.6441247758465671,45.0,0.37928878751459194
14h53m28.3s +52d04m34s,PGC 53217,NGC 5783,UGC 09586      P,IRAS14519+5216,.SXS5..,,1.46,.03,0,.21,.05,145328.3+520434 N,,1.4420157515633028,0.0,0.8891397050194613
14h55m15.8208s +48d21m56.304s,PGC 53335,,UGC 09605      U,,.S..6*.,,1.02,.06,52,.87,.05,145516.0+482156,"OFFSET 1.812 arcsec,",0.5235642740254498,52.0,0.07062687723113772
14h55m53.6s +49d43m33s,PGC 53378,NGC 5794,UGC 09610,,.S?....,,1.00,.16,,.00,.12,145553.6+494333 N,"NOPA,PANedMedian,",0.5,105.0,0.5
14h56m04.4s +45d24m19s,PGC 53387,,UGC 09612      U,IRAS14542+4536,.SXS5..,,1.13,.05,,.11,.05,145604.4+452419,"NOPA,PANedMedian,",0.6744814412958267,89.0,0.5235642740254497
14h56m19.8792s +49d24m00.216s,PGC 53402,NGC 5795,UGC 09617,IRAS14546+4935,.S?....,,1.20,.05,64,.77,.05,145619.3+492355 N,"OFFSET 7.692 arcsec,",0.7924465962305567,64.0,0.13457674019634577
14h56m24.1s +49d41m46s,PGC 53408,NGC 5797,UGC 09619      U,,.S..0..,,1.04,.06,110,.22,.05,145624.1+494146 N,,0.5482390980715925,110.0,0.33034672400379805
14h57m06.8s +49d40m08s,PGC 53437,NGC 5804,UGC 09627      U,IRAS14554+4952,.SBS3..,,1.09,.06,0,.06,.05,1457 6.8+494008 N,,0.6151343854061909,0.0,0.5357596526188033
14h57m09.372s +48d38m02.328s,PGC 53441,,UGC 09626      U,,.SB.3..,,1.02,.06,95,.44,.05,145709.5+483801,"OFFSET 1.837 arcsec,",0.5235642740254498,95.0,0.19009469816028063
14h57m11.2488s +52d20m45.816s,PGC 53442,,UGC 09629      U,,.S..1..,,1.16,.05,152,.47,.05,145711.4+522045,"OFFSET 1.608 arcsec,",0.7227198853729636,152.0,0.24488940968422304
14h47m26.6s +52d49m53s,PGC 53445,,UGC 09630      U,,.I..9*.,,1.00,.16,,.00,.12,144726.6+524953,"NOPA,NedNoPA,",0.5,0.0,0.5
14h57m56.352s +53d47m05.928s,PGC 53476,,UGC 09632      U,,.SA.7..,,1.13,.05,135,.11,.05,145756.5+534705,"OFFSET 1.607 arcsec,",0.6744814412958267,135.0,0.5235642740254497
14h58m19.1s +53d14m15s,PGC 53493,A 1456+53,MCG +09-24-060,1ZW 099,.L?....,,.82,.19,,.00,.07,145819.1+531415 A,"NOPA,PANedMedian,",0.33034672400379794,21.0,0.33034672400379794
14h58m35.9928s +44d53m01.032s,PGC 53508,,UGC 09639      U,MK 0834,.S..2..,,1.02,.06,,.04,.05,145836.0+445300,"NOPA,OFFSET 1.035 arcsec,PANedMedian,",0.5235642740254498,25.0,0.47749629301071794
14h58m39.8s +53d53m09s,PGC 53511,NGC 5820,UGC 09642      R,P   136,.L..../,13.42,1.22,.05,101,.19,.05,145839.8+535309 N,,0.8297934537187802,101.0,0.5357596526188031
14h58m58.4s +49d49m17s,PGC 53530,NGC 5818,UGC 09643      U,,.L.....,,1.08,.17,170,.12,.08,145858.4+494917 N,,0.6011322173087066,170.0,0.456005419677955
14h58m59.7s +53d55m23s,PGC 53532,NGC 5821,UGC 09648,,.S?....,,1.27,.04,148,.30,.05,145859.7+535523 N,,0.9310435683314338,148.0,0.4666271503984956
14h59m45.8688s +49d30m14.112s,PGC 53561,,UGC 09651      U,,.SB.6?.,,1.00,.16,118,.55,.12,145946.0+493013,"OFFSET 1.694 arcsec,",0.5,118.0,0.14091914656322269
15h00m32.7s +49d10m28s,PGC 53607,,MCG +08-27-049 H,IRAS14588+4922,.S..5./,,1.04,.09,,.95,.07,150032.7+491028,"NOPA,PANedMedian,",0.5482390980715925,154.0,0.06151343854061909
15h00m42.4s +49d50m34s,PGC 53616,,UGCA 399       U,,.I..9*.,,1.00,.19,,.23,.18,150042.4+495034,"NOPA,PANedMedian,",0.5,86.0,0.29442182767779446
15h00m48.6816s +48d21m38.88s,PGC 53622,,UGC 09657      U,,.SB.8?.,,1.07,.08,43,.64,.06,150049.0+482141,"OFFSET 3.816 arcsec,",0.5874487774697649,43.0,0.1345767401963458
15h01m09.276s +44d41m53.376s,PGC 53641,,UGC 09660,,.S?....,,.90,.06,83,.31,.04,150109.7+444153,"OFFSET 4.536 arcsec,",0.39716411736214075,83.0,0.1945225724971403
15h01m13.7s +52d35m45s,PGC 53644,A 1459+52,UGC 09663      P,DDO 198,.I..9*.,14.9,1.24,.06,,.12,.06,150113.7+523545 A,"NOPA,NedNoPA,",0.8689004143746877,0.0,0.6591283692782035
15h01m32.4552s +48d19m11.064s,PGC 53657,,UGC 09665      U,IRAS14598+4830,.S..4..,,1.23,.05,142,.72,.05,150132.5+481909,"OFFSET 2.112 arcsec,",0.8491218262308722,142.0,0.16179682846481416
15h01m50.9s +47d52m31s,PGC 53674,NGC 5830,UGC 09670      U,IRAS15001+4804,.S..3..,,.99,.06,170,.15,.05,150150.9+475231 N,,0.48861861047790534,170.0,0.34591548545946826
15h02m25.4s +48d52m39s,PGC 53699,NGC 5835,UGC 09674      U,,.S..1..,,1.06,.06,160,.11,.05,150225.4+485239 N,,0.5740768107484414,160.0,0.4456254690668728
15h04m03.1s +52d55m45s,PGC 53763,,UGC 09688      U,,.S..0..,,1.15,.05,8,.45,.05,150403.1+525545,,0.706268772311377,8.0,0.25059361681363607
15h05m14.9208s +51d09m30.492s,PGC 53844,,UGC 09702      U,,.S..4..,,1.14,.05,163,.82,.05,150515.1+510928,"OFFSET 3.009 arcsec,",0.6901921323014423,163.0,0.10446480654270196
15h05m26.4s +46d33m54s,PGC 53861,,UGC 09703,IRAS15037+4645,.S?....,*,1.08,.06,167,.63,.05,150526.4+463354,,0.6011322173087066,167.0,0.14091914656322269
15h06m29.4s +55d45m48s,PGC 53933,NGC 5866,UGC 09723      R,IRAS15051+5557,.LA.+./,10.74M,1.67,.02,128,.38,.02,150629.4+554548 N,,2.3386757064359904,128.0,0.9749222998790225
15h06m30.8928s +51d54m49.068s,PGC 53936,,UGC 09722      U,,.S..7..,,1.02,.06,,.06,.05,150631.0+515448,"NOPA,OFFSET 1.458 arcsec,PANedMedian,",0.5235642740254498,22.0,0.4560054196779549
15h06m33.9s +55d28m44s,PGC 53949,NGC 5870,UGC 09725      U,IRAS15053+5540,.L...?.,,1.08,.17,25,.12,.08,150633.9+552844 N,,0.6011322173087066,25.0,0.456005419677955
15h07m51.8s +54d45m10s,PGC 54018,NGC 5874,UGC 09736      P,IRAS15064+5456,.SXT5..,13.12,1.36,.03,53,.16,.04,150751.8+544510 N,,1.1454338263838868,53.0,0.792446596230557
15h08m33.504s +52d17m46.104s,PGC 54061,,UGC 09741,IRAS15070+5229,.S?....,,.81,.06,,.03,.04,150833.5+521745,"NOPA,OFFSET 1.105 arcsec,PANedMedian,",0.3228271145173278,106.0,0.30127979303717894
15h09m13.2s +52d31m42s,PGC 54095,NGC 5875,UGC 09745      P,IRAS15077+5243,.SA.3*.,,1.39,.03,145,.30,.04,150913.2+523142 N,,1.2273544578425148,145.0,0.6151343854061907
15h09m31.6s +54d30m23s,PGC 54110,NGC 5876,UGC 09747      P,,.SBR2*.,*,1.38,.04,50,.31,.05,150931.6+543023 N,,1.199416459509745,50.0,0.5874487774697646
15h10m40.9896s +55d20m59.388s,PGC 54154,,UGC 09759,IRAS15093+5532,.S?....,,1.30,.04,51,.67,.05,151041.1+552060,"DEC_ADJ,OFFSET 1.072 arcsec,",0.9976311574844399,51.0,0.2132897594007963
15h11m13.2816s +46d09m03.384s,PGC 54197,,UGC 09761      U,,.SBR0..,,1.05,.08,,.00,.06,151113.5+460903,"NOPA,OFFSET 2.302 arcsec,PANedMedian,",0.5610092271509818,38.0,0.5610092271509818
15h12m07.2288s +55d47m06.288s,PGC 54267,NGC 5866B,UGC 09769      P,KUG 1510+559,.SXT8*.,,1.43,.03,20,.15,.05,151207.1+554706 N,"OFFSET 1.124 arcsec,",1.3457674019634576,20.0,0.9527303589816234
15h14m01.0512s +44d35m25.908s,PGC 54377,,UGC 09780      U,IRAS15122+4446,.S..6*.,,1.32,.03,148,.91,.04,151401.1+443525,"OFFSET 1.047 arcsec,",1.0446480654270198,148.0,0.1285197891384432
15h15m23.3208s +55d31m02.496s,PGC 54445,NGC 5905,UGC 09797      R,IRAS15140+5541,.SBR3..,11.93V,1.60,.02,135,.18,.02,151523.3+553101 N,"OFFSET 1.506 arcsec,",1.9905358527674866,135.0,1.315133995947691
15h15m53.7s +56d19m43s,PGC 54470,NGC 5907,UGC 09801      R,IRAS15146+5629,.SAS5*/,11.12M,2.10,.01,155,.96,.02,151553.7+561943 N,,6.294627058970837,155.0,0.6901921323014426
15h16m00.9s +54d28m56s,PGC 54473,,UGC 09800      U,,.S..3..,,1.09,.06,55,.28,.05,151600.9+542856,,0.6151343854061909,55.0,0.3228271145173278
15h16m43.2s +55d24m33s,PGC 54522,NGC 5908,UGC 09805      R,IRAS15153+5535,.SAS3*/,12.79M,1.51,.02,154,.42,.02,151643.2+552433 N,,1.6179682846481414,154.0,0.6151343854061908
15h19m15.1s +44d54m59s,PGC 54683,,UGC 09815      U,,.S..8*.,,1.20,.06,5,.73,.06,151915.1+445459,,0.7924465962305567,5.0,0.1475604613333193
15h19m25.2576s +45d52m48.9s,PGC 54690,NGC 5918,UGC 09817      U,IRAS15177+4603,.S..6*.,,1.29,.04,85,.40,.05,151925.3+455248 N,"OFFSET 1.003 arcsec,",0.9749222998790228,85.0,0.3881235583143459
15h23m55.6368s +46d35m58.38s,PGC 54980,,UGC 09835      U,,.S..3..,,1.02,.06,90,.05,.05,152355.8+463558,"OFFSET 1.724 arcsec,",0.5235642740254498,90.0,0.46662715039849556
